1.21372 0
1.21375 2.786e-05
1.2138 5.59295e-05
1.2138 3.96294e-05
1.21386 6.5854e-05
1.21385 5.54593e-05
1.21384 4.68929e-05
1.21384 4.06182e-05
1.21382 4.36272e-05
1.21381 3.9618e-05
1.21381 3.58817e-05
1.2138 3.44873e-05
1.21382 3.47571e-05
1.2138 3.44289e-05
1.21381 3.23782e-05
1.21383 3.4588e-05
1.21382 3.2535e-05
1.21383 3.19535e-05
1.21384 3.07857e-05
1.21385 2.98667e-05
1.21384 2.85785e-05
1.21385 2.76315e-05
1.21386 2.7861e-05
1.21386 2.74919e-05
1.21387 2.73871e-05
1.21387 2.65057e-05
1.21388 2.63693e-05
1.21389 2.6526e-05
1.21389 2.65759e-05
1.2139 2.6462e-05
1.2139 2.57731e-05
1.2139 2.49565e-05
1.21389 2.43867e-05
1.2139 2.40562e-05
1.2139 2.35118e-05
1.2139 2.28903e-05
1.2139 2.23277e-05
1.2139 2.17326e-05
1.2139 2.11783e-05
1.2139 2.08151e-05
1.21391 2.07401e-05
1.21391 2.02424e-05
1.21391 1.99947e-05
1.21391 1.95922e-05
1.21391 1.95028e-05
1.21391 1.90768e-05
1.21392 1.93534e-05
1.21392 1.91701e-05
1.21392 1.8866e-05
1.21392 1.85097e-05
1.21392 1.81612e-05
1.21392 1.78086e-05
1.21392 1.7506e-05
1.21392 1.71933e-05
1.21392 1.68822e-05
1.21392 1.69228e-05
1.21391 1.66731e-05
1.21391 1.6385e-05
1.21391 1.61902e-05
1.21391 1.59979e-05
1.21391 1.57342e-05
1.21391 1.57113e-05
1.21391 1.54809e-05
1.21391 1.52969e-05
1.21391 1.51115e-05
1.21391 1.48902e-05
1.21391 1.46898e-05
1.21391 1.45013e-05
1.21391 1.42914e-05
1.21391 1.41254e-05
1.21391 1.44127e-05
1.21391 1.4318e-05
1.21391 1.41545e-05
1.21391 1.39619e-05
1.21391 1.38202e-05
1.21391 1.38227e-05
1.21391 1.37066e-05
1.21391 1.3533e-05
1.21391 1.35528e-05
1.21391 1.34033e-05
1.21391 1.34464e-05
1.21391 1.3324e-05
1.21391 1.31628e-05
1.21391 1.30091e-05
1.21391 1.2913e-05
1.21391 1.28328e-05
1.21391 1.27531e-05
1.21391 1.26461e-05
1.21391 1.2528e-05
1.21391 1.2388e-05
1.21391 1.22683e-05
1.21391 1.22085e-05
1.21391 1.21263e-05
1.21391 1.21972e-05
1.21391 1.224e-05
1.21391 1.23235e-05
1.21391 1.22606e-05
1.21391 1.22098e-05
1.21391 1.20873e-05
1.21392 1.20511e-05
1.21392 1.19981e-05
1.21392 1.18937e-05
1.21392 1.19445e-05
1.21392 1.18442e-05
1.21392 1.17502e-05
1.21392 1.16878e-05
1.21392 1.16758e-05
1.21392 1.15696e-05
1.21392 1.14629e-05
1.21392 1.14143e-05
1.21392 1.13233e-05
1.21393 1.1278e-05
1.21392 1.12373e-05
1.21392 1.11393e-05
1.21393 1.11092e-05
1.21393 1.10237e-05
1.21393 1.11046e-05
1.21393 1.1124e-05
1.21393 1.10788e-05
1.21393 1.09995e-05
1.21393 1.09787e-05
1.21393 1.09353e-05
1.21393 1.09412e-05
1.21394 1.09052e-05
1.21394 1.08491e-05
1.21394 1.10171e-05
1.21394 1.10246e-05
1.21394 1.10682e-05
1.21394 1.10421e-05
1.21394 1.10265e-05
1.21394 1.09462e-05
1.21394 1.0863e-05
1.21394 1.09094e-05
1.21394 1.08514e-05
1.21394 1.0812e-05
1.21395 1.08326e-05
1.21395 1.07757e-05
1.21395 1.09436e-05
1.21395 1.08731e-05
1.21395 1.08095e-05
1.21395 1.08465e-05
1.21395 1.07736e-05
1.21395 1.07994e-05
1.21395 1.0816e-05
1.21395 1.08448e-05
1.21396 1.11488e-05
1.21396 1.10773e-05
1.21396 1.1155e-05
1.21396 1.11266e-05
1.21396 1.10905e-05
1.21396 1.1038e-05
1.21396 1.09652e-05
1.21396 1.09025e-05
1.21396 1.08414e-05
1.21396 1.07797e-05
1.21396 1.07664e-05
1.21396 1.07042e-05
1.21396 1.07796e-05
1.21396 1.07287e-05
1.21396 1.06659e-05
1.21397 1.06822e-05
1.21396 1.06487e-05
1.21397 1.06267e-05
1.21397 1.05629e-05
1.21397 1.05015e-05
1.21397 1.04508e-05
1.21397 1.03884e-05
1.21397 1.03319e-05
1.21397 1.02878e-05
1.21397 1.0228e-05
1.21397 1.01874e-05
1.21397 1.0195e-05
1.21397 1.01944e-05
1.21397 1.01368e-05
1.21397 1.01005e-05
1.21397 1.0044e-05
1.21397 1.0037e-05
1.21397 1.00669e-05
1.21397 1.0021e-05
1.21397 9.9757e-06
1.21397 9.94808e-06
1.21397 9.89392e-06
1.21398 9.87717e-06
1.21397 9.85835e-06
1.21398 9.83962e-06
1.21398 9.78663e-06
1.21398 9.73524e-06
1.21398 9.69044e-06
1.21397 9.65002e-06
1.21398 9.60473e-06
1.21398 9.55468e-06
1.21397 9.51657e-06
1.21398 9.49662e-06
1.21397 9.46423e-06
1.21398 9.53697e-06
1.21398 9.55994e-06
1.21398 9.52671e-06
1.21398 9.47976e-06
1.21398 9.43224e-06
1.21398 9.39784e-06
